gene
ANKRD35
PDZK1
PRKAB2
FMO5
H2BC18
H3C13
H2BC21
H2AC20
H2AC21
PLEKHO1
ANP32E
CA14
FALEC
CTSS
CTSK
ANXA9
BNIPL
C1orf56
CDC42SE1
GABPB2
LYSMD1
TMOD4
SELENBP1
POGZ
THEM5
S100A11
TCHH
FLG2
S100A2
S100A16
S100A14
SLC27A3
DENND4B
DCST1
ASH1L
SYT11
RIT1
KHDC4
MEX3A
LMNA
RHBG
MIR9-1HG
MEF2D
NES
CRABP2
SH2D2A
ETV3
FCRL5
FCRL3
FCRL2
SPTA1
OR6N1
MNDA
PYHIN1
OR10J1
SLAMF8
TAGLN2
LINC01133
KCNJ9
NHLH1
FCER1G
NR1I3
HSPA6
FCRLA
FCRLB
SH2D1B
UHMK1
PBX1
POU2F1
ADCY10
SFT2D2
LINC00970
SLC19A2
SCYL3
KIFAP3
DNM3
SUCO
PRDX6-AS1
CENPL
ZBTB37
RC3H1
RABGAP1L-DT
RABGAP1L
C1orf220
RALGPS2
ABL2
TOR1AIP2
CEP350
KIAA1614
IER5
GLUL
RGS16
NCF2
COLGALT2
C1orf21
NIBAN1
IVNS1ABP
HMCN1
PDC-AS1
RGS18
RGS1
RGS13
LINC01031
CFHR1
ASPM
ZBTB41
DENND1B
NEK7
MIR181A1HG
LINC01222
ZNF281
INAVA
KIF21B
PHLDA3
PTPN7
PPP1R12B
KDM5B
CHI3L1
CHIT1
BTG2
FMOD
ATP2B4
LAX1
ZC3H11A
ZBED6
SOX13
PPP1R15B
MDM4
RBBP5
DSTYK
TMCC2
ELK4
RAB29
SLC41A1
MAPKAPK2
C1orf116
YOD1
PFKFB2
G0S2
IRF6
TRAF5
LPGAT1
LINC02608
ATF3
BATF3
VASH2
RPS6KC1
PTPN14
CENPF
ESRRG
LYPLAL1-DT
LYPLAL1
SLC30A10
RAB3GAP2
LINC02817
DUSP10
BROX
FAM177B
DISP1
CAPN8
WDR26
DNAH14
LBR
ENAH
STUM
ZNF678
IBA57
TRIM17
ACTA1
NUP133-DT
GALNT2
C1orf198
TTC13
COA6-AS1
RBM34
B3GALNT2
LYST
EDARADD
MTR
KMO
AKT3
CATSPERE
COX20
EFCAB2
CNST
AHCTF1
LINC02897
OR2B11
TRIM58
OR2T10
FAM110C
PXDN
MYT1L
LINC01250
RSAD2
LINC00298
LINC00299
ID2
ASAP2
GRHL1
CYS1
RRM2
ODC1
PDIA6
C2orf50
ROCK2
LPIN1
CYRIA
VSNL1
SMC6
LINC00954
WDR35
PUM2
RHOB
TDRD15
ATAD2B
MFSD2B
PFN4
FAM228A
ITSN2
NCOA1
DNMT3A
OTOF
SLC35F6
DPYSL5
ABHD1
TRIM54
IFT172
RBKS
FOSL2-AS1
FOSL2
TOGARAM2
CLIP4
YPEL5
EHD3
YIPF4
BIRC6
RASGRP3
CRIM1-DT
CRIM1
VIT
STRN
HEATR5B
GPATCH11
EIF2AK2
CEBPZ
PRKD3
QPCT
CDC42EP3
GALM
SRSF7
DHX57
ARHGEF33
TMEM178A
SLC8A1
PLEKHH2
ABCG8
PREPL
EPAS1
CRIPT
LINC01119
KCNK12
STON1
ERLEC1
PSME4
ACYP2
SPTBN1
CCDC88A
CCDC85A
BCL11A
PAPOLG
REL
PUS10
SANBR
USP34
XPO1
B3GNT2
EHBP1-AS1
PELI1
LINC00309
LGALSL
MEIS1
MEIS1-AS2
ETAA1
CNRIP1
PLEK
FBXO48
ARHGAP25
GMCL1
SNRNP27
MXD1
ATP6V1B1
ANKRD53
ZNF638
SFXN5
ALMS1
NAT8
ACTG2
MOB1A
DCTN1-AS1
RTKN
INO80B
LBX2
LBX2-AS1
TMSB10
CAPG
C2orf68
SFTPB
GNLY
POLR1A
REEP1
PLGLB1
CYTOR
EIF2AK3
PROM2
KCNIP3
LINC00342
ANKRD36C
DUSP2
SNRNP200
ITPRIPL1
ARID5A
KANSL3
CNNM3
FAM178B
ANKRD36
ZAP70
VWA3B
INPP4A
LINC02611
LYG2
AFF3
RPL31
RNF149
CREG2
C2orf49
FHL2
NCK2
RGPD3
SULT1C2
LIMS1
RANBP2
RGPD5
MIR4435-2HG
ZC3H8
ZC3H6
RGPD8
TTL
SLC20A1
PSD4
SLC35F5
LINC01191
STEAP3-AS1
C2orf76
PTPN4
TFCP2L1
CLASP1
CYP27C1
MAP3K2
MYO7B
UGGT1
RAB6C
PTPN18
TUBA3D
CCDC74A
MGAT5
TMEM163
CCNT2
LCT
HNMT
GTDC1
ZEB2
ZEB2-AS1
MBD5
MMADHC-DT
RND3
TNFAIP6
RIF1
NEB
NR4A2
GPD2
GALNT5
ERMN
TANC1
BAZ2B
CD302
RBMS1
SLC4A10
GCA
FIGN
GRB14
COBLL1
SLC38A11
GALNT3
TTC21B
XIRP2
STK39
UBR3
MYO3B
ERICH2-DT
ERICH2
TLK1
METTL8
DYNC1I2
DLX2
PDK1
CIR1
GPR155
CHN1
LINC01116
TTN
CCDC141
DNAJC10
NCKAP1
ZNF804A
FSIP2
ANKAR
C2orf88
GLS
STAT1
STAT4
NABP1
CAVIN2
SLC39A10
STK17B
CCDC150
BOLL
SATB2
TYW5
ORC2
HYCC2
CFLAR-AS1
CASP10
MPP4
ALS2
CDK15
ICA1L
CARF
NBEAL1
CYP20A1
ABI2
INO80D
ZDBF2
DYTN
PIKFYVE
MAP2
KANSL1L-AS1
CPS1
IKZF2
SPAG16-DT
BARD1
LINC00607
MREG
IGFBP2
TNS1
SLC11A1
CTDSP1
VIL1
USP37
CNOT9
ZNF142
STK36
LINC00608
SLC23A3
TUBA4A
PTPRN
ACSL3
AP1S3
WDFY1
DOCK10
NYAP2
AGFG1
PID1
TRIP12
FBXO36
SP140
ITM2C
B3GNT7
DGKD
ARL4C
AGAP1
RBM44
UBE2F
KLHL30
HES6
PER2
TWIST2
HDAC4
RNPEPL1
PASK
BOK-AS1
BOK
RTP5
CNTN4-AS1
BHLHE40-AS1
BHLHE40
THUMPD3-AS1
SETD5
LHFPL4
TTLL3
CRELD1
FANCD2
IRAK2
LINC00852
ATP2B2
SLC6A11
MKRN2OS
TMEM40
IQSEC1
CCDC174
FGD5
SH3BP5
EAF1
ANKRD28
RFTN1
DAZL
PLCL2
SATB1
KCNH8
EFHB
KAT2B
ZNF385D
LINC00691
THRB
RARB
TOP2B
NEK10
SLC4A7
EOMES
CMC1
OSBPL10
OSBPL10-AS1
ZNF860
CRTAP
FBXL2
CLASP2
ARPP21
TRANK1
EPM2AIP1
GOLGA4
CTDSPL
SLC22A14
ACVR2B-AS1
CSRNP1
ENTPD3-AS1
ENTPD3
ZNF620
VIPR1-AS1
SNRK-AS1
ABHD5
ZNF445
ZNF660
ZNF35
TGM4
TMEM158
SACM1L
SLC6A20
NBEAL2
SETD2
CSPG5
DHX30
TREX1
TMEM89
PRKAR2A
ARIH2
AMT
INKA1
RBM6
RBM5
RASSF1
ZMYND10
NPRL2
CACNA2D2
ITIH3
ITIH4-AS1
TKT
CHDH
ERC2
CCDC66
TASOR
ARHGEF3
ASB14
DNAH12
DNASE1L3
FHIT
C3orf49
THOC7-AS1
PRICKLE2
LMOD3
FRMD4B
FOXP1
LINC00877
LINC00971
ZNF654
STX19
NSUN3
CLDND1
CMSS1
SENP7
NFKBIZ
CBLB
LINC01215
IFT57
DZIP3
TRAT1
MORC1
ZBED2
PLCXD2
PHLDB2
TAGLN3
SLC9C1
CFAP44
SPICE1
SIDT1
USF3
CCDC191
ZNF80
ZBTB20
ZBTB20-AS1
ZBTB20-AS3
GAP43
UPK1B
B4GALT4
LRRC58
HGD
GOLGB1
EAF2
CSTA
PARP15
PARP14
CCDC14
KALRN
HEG1
LINC01471
GATA2
LINC01565
EFCC1
H1-10
NPHP3
CDV3
RAB6B
PPP2R3A
MSL2
STAG1
SLC35G2
NCK1-DT
ESYT3
RBP1
ZBTB38
RASA2
GRK7
ATP1B3
TFDP2
GK5
XRN1
ATR
PCOLCE2
PAQR9
CHST2
DIPK2A
PLOD2
CPA3
HPS3
WWTR1
TSC22D2
ERICH6-AS1
MED12L
RAP2B
ARHGEF26
DHX36
MME
PLCH1
SSR3
TIPARP
LINC00886
VEPH1
PTX3
RSRC1
MLF1-DT
MLF1
MFSD1
SMC4
TRIM59
PPM1L
B3GALNT1
SPTSSB
GOLIM4
LRRIQ4
SAMD7
PHC3
SKIL
EIF5A2
TNIK
FNDC3B
LINC01209
TBL1XR1
LINC00578
MFN1
PEX5L
TTC14
SOX2
LINC01206
ATP11B
DCUN1D1
KLHL24
CAMK2N2
CLCN2
LINC01840
VPS8
RPL39L
BCL6
LPP-AS1
TPRG1
CCDC50
PLAAT1
ATP13A4
HES1
LINC00887
ATP13A3
FAM43A
ACAP2
LINC00885
ZDHHC19
SLC51A
PCYT1A
TM4SF19-AS1
UBXN7
RNF168
NRROS
SENP5
RUBCN
LRCH3
LMLN-AS1
ZNF718
ZNF732
ZNF141
GAK
DGKQ
CTBP1
UVSSA
LETM1
POLN
MXD4
ZFYVE28
SH3BP2
ADD1
HTT
LYAR
EVC
JAKMIP1
S100P
KIAA0232
CLNK
HS3ST1
BOD1L1
LINC00504
C1QTNF7
FBXL5
FGFBP1
FGFBP2
LDB2
FAM184B
LCORL
SEPSECS
SEL1L3
TBC1D19
STIM2
ARAP2
DTHD1
C4orf19
RELL1
TLR10
TMEM156
KLHL5
RPL9
SMIM14
RBM47
NSUN7
APBB2
TMEM33
DCAF4L1
ATP8A1
YIPF7
ATP10D
TXK
TEC
SLC10A4
FRYL
DCUN1D4
SPATA18
RASL11B
GSX2
CLOCK
EXOC1
HOPX
SPINK2
POLR2B
IGFBP7-AS1
CENPC
STAP1
UBA6
YTHDC1
UGT2B11
JCHAIN
MOB1B
SLC4A4
RASSF6
THAP6
ODAPH
CCNG2
CNOT6L
MRPL1
ANXA3
LINC00989
RASGEF1B
TMEM150C
SCD5
LIN54
PLAC8
ARHGAP24
C4orf36
AFF1
HSD17B13
PPM1K
HERC5
PYURF
FAM13A-AS1
FAM13A
GPRIN3
MMRN1
DAPP1
DNAJB14
H2AZ1-DT
EMCN
PPP3CA
BANK1
NFKB1
MANBA
UBE2D3-AS1
CXXC4
TET2
TET2-AS1
RPL34
SEC24B
PLA2G12A
RRH
LRIT3
ELOVL6
NEUROG2
ZGRF1
LARP7
ANK2
CAMK2D
ARSJ
UGT8
PDE5A
TNIP3
ANXA5
BLTP1
AFG2A
SPRY1
HSPA4L
MFSD8
JADE1
SCLT1
NOCT
ELF2
MGARP
INPP4B
GAB1
SMARCA5
SMARCA5-AS1
GYPB
GYPA
ZNF827
PRMT9
ARHGAP10
LRBA
RPS3A
SH3D19
FBXW7
FBXW7-AS1
TMEM154
TMEM131L
GASK1B
ETFDH
SPMIP2
TKTL2
ANXA10
DDX60
PALLD
CBR4
NEK1
CLCN3
SAP30
SPCS3
WWC2-AS2
LINC02365
CASP3
ACSL1
SNX25
LRP2BP
SORBS2
BRD9
LINC01511
LPCAT1
LINC01018
MIR4458HG
OTULIN
MYO10
BASP1
PURPL
SLC45A2
C1QTNF3
RAI14
TTC23L
RAD1
DNAJC21
LMBRD2
NADK2
NIPBL
CPLANE1
NUP155
RICTOR
C9
PRKAA1
CCDC152
HMGCS1
NNT
LINC02224
MRPS30-DT
PARP8
ARL15
LINC01033
HSPB3
GZMK
CDC20B
SLC38A9
MAP3K1
PLK2
GAPT
PDE4D
ELOVL7
NDUFAF2
KIF2A
SREK1IP1
TRIM23
ERBIN
SREK1
SERF1A
NAIP
GTF2H2
BDP1
MAP1B
FCHO2
TMEM171
FOXD1
ARHGEF28
ENC1
FAM169A
GCNT4
POLK
ANKDD1B
IQGAP2
AP3B1
DMGDH
BHMT2
HOMER1
CMYA5
MTX3
SERINC5
ZFYVE16
ANKRD34B
LINC01337
CCNH
TMEM161B
TMEM161B-DT
LINC00461
MEF2C
LUCAT1
ARRDC3
FAM172A
POU5F2
KIAA0825
SLF1
MCTP1
FAM81B
SPATA9
RHOBTB3
ELL2
CAST
LNPEP
LINC01340
CHD1
ST8SIA4
SLCO4C1
PPIP5K2
FBXL17
LINC01023
FER
PJA2
MAN2A1
CAMK4
STARD4
STARD4-AS1
EPB41L4A
YTHDC2
CCDC112
CDO1
ATG12
SNX2
PRDM6
CEP120
CSNK1G3
ZNF608
ALDH7A1
SLC12A2
SLC27A6
CHSY3
PDLIM4
IRF1
AFF4
ZCCHC10
FSTL4
CDKL3
C5orf24
SMAD5
PKD2L2
FAM13B
BRD8
FAM53C
EGR1
MZB1
CXXC5
PSD2
PURA
IGIP
CYSTM1
DIAPH1
SPRY4
ARHGAP26
SH3RF2
JAKMIP2
FBXO38-DT
SH3TC2
ABLIM3
TCOF1
SMIM3
IRGM
CCDC69
ATOX1
GALNT10
SAP30L-AS1
FAXDC2
KIF4B
SGCD
ITK
CYFIP2
NIPAL4
LSM11
EBF1
CCNJL
PTTG1
PANK3
LINC01187
LCP2
RANBP17
FBXW11
STK10
NEURL1B
DUSP1
CREBRF
CPEB4
MSX2
RAB24
DBN1
FAM153CP
ZNF879
ZNF354C
RUFY1
RUFY1-AS1
HNRNPH1
CBY3
GFPT2
IRF4
SERPINB9
SERPINB6
CDYL
LY86-AS1
RREB1
DSP
TXNDC5
NEDD9
TMEM170B
ADTRP
PHACTR1
GFOD1
RANBP9
JARID2
GMPR
ATXN1
FAM8A1
NUP153
RNF144B
MBOAT1
E2F3
CDKAL1
SOX4
C6orf62
RIPOR2
SLC17A3
TRIM38
H1-2
H4C3
H2BC4
H2AC6
H1-4
H2BC5
H2AC7
H1-3
H4C8
LINC00240
H2BC11
H2AC11
H2BC12
H2BC13
H2AC13
H4C11
H2BC15
H1-5
H3C12
OR2B6
ZSCAN16-AS1
ZSCAN9
OR2J2
UBD
HCG9
HCG17
HCG18
ABCF1
PPP1R10
PPP1R18
MDC1
TUBB
IER3
SFTA2
POU5F1
LST1
AIF1
LY6G5B
DDAH2
NEU1
HCG25
TCP11
SCUBE3
FKBP5
MAPK14
PXT1
STK38
CDKN1A
CPNE5
FGD2
CCDC167
BTBD9
DAAM2
LINC00951
UNC5CL
TSPO2
FOXP4-AS1
C6orf132
TRERF1
UBR2
PTCRA
ZNF318
GTPBP2
RSPH9
TCTE1
ENPP4
ENPP5
RCAN2
SLC25A27
MEP1A
EFHC1
GSTA1
GCM1
LRRC1
ZNF451
KHDRBS2
PTP4A1
PHF3
EYS
LMBRD1
B3GAT2
OGFRL1
LINC00472
KHDC1L
KHDC1
DDX43
MTO1
TMEM30A
FILIP1
MYO6
PHIP
HMGN3-AS1
SH3BGRL2
TENT5A
DOP1A
CEP162
ZNF292
SRSF12
GABRR2
UBE2J1
BACH2
MANEA-DT
MMS22L
FAXC
ASCC3
HACE1
LIN28B-AS1
BVES-AS1
PRDM1
CRYBG1
QRSL1
SOBP
SCML4
FOXO3
SESN1
CEP57L1
AK9
METTL24
CDK19
MFSD4B
REV3L
DSE
TSPYL1
CALHM6
TRAPPC3L
CALHM5
DCBLD1
MCM9
MAN1A1
TBC1D32
TPD52L1
HDDC2
HEY2
NCOA7
ARHGAP18
TMEM244
SAMD3
AKAP7
ARG1
MED23
ENPP3
LINC01013
STX7
VNN1
VNN3P
VNN2
RPS12
SGK1
CT69
AHI1
PDE7B
MAP3K5
SLC35D3
TNFAIP3
PERP
PBOV1
ECT2L
TXLNB
CITED2
PHACTR2
STX11
UTRN
SHPRH
RAB32
STXBP5-AS1
STXBP5
SAMD5
PPP1R14C
PLEKHG1
SYNE1
MYCT1
RGS17
CNKSR3
ARID1B
ZDHHC14
SERAC1
TULP4
TMEM181
DYNLT1
TAGAP
AIRN
SLC22A1
AGPAT4
QKI
TBXT
LINC00242
PDGFA-DT
CYP2W1
ELFN1-AS1
CHST12
PAPOLB
RBAK
FBXL18
ACTB
CCZ1
RSPH10B
CYTH3
ZNF853
MIOS-DT
GLCCI1-DT
GLCCI1
ICA1
ARL4A
ETV1
DGKB
CRPPA
HDAC9
MACC1
ABCB5
SP4
CDCA7L
RAPGEF5
STEAP1B
HYCC1
IGF2BP3
TRA2A
OSBPL3
SNX10
KIAA0087
LINC02860
SKAP2
HOTAIRM1
HOXA2
HOXA3
HOXA-AS2
HOXA4
HOXA-AS3
HOXA9
HOXA10-AS
HOXA10
JAZF1
JAZF1-AS1
CREB5
CPVL
CHN2
CHN2-AS1
MTURN
AVL9
NT5C3A
RP9
DPY19L1
AOAH
ELMO1-AS1
GPR141
EPDR1
NME8
STARD3NL
AMPH
LINC00265
CDK13
SUGCT
GLI3
HECW1
SPDYE1
PGAM2
TMED4
LINC02902
UPP1
ABCA13
FIGNL1
SUMF2
PHKG1
ERV3-1
ZNF92
ASL
KCTD7
AUTS2
MLXIPL
LIMK1
LAT2
NCF1
GTF2IRD2
GTF2IRD2B
TRIM73
HIP1
UPK3B
CCDC146
FGL2
GSAP
PTPN12
PHTF2
DMTF1
CROT
ABCB4
RUNDC3B
DBF4
STEAP4
CDK14
LRRD1
GATAD1
PEX1
CDK6
SAMD9
SAMD9L
HEPACAM2
CASD1
SGCE
PEG10
PPP1R9A
PDK4
DYNC1I1
BRI3
TMEM130
CYP3A43
OR2AE1
STAG3
SPDYE3
ZCWPW1
PCOLCE-AS1
PCOLCE
GIGYF1
MUC12
MUC12-AS1
TRIM56
NAT16
CUX1
NFE4
NAPEPLD
SLC26A5
KMT2E-AS1
SRPK2
EFCAB10
ATXN7L1
CDHR3
PIK3CG
PRKAR2B
BCAP29
SLC26A4-AS1
SLC26A4
PNPLA8
IFRD1
LSMEM1
TMEM168
GPR85
TES
CAV2
ING3
AASS
CADPS2
ASB15
ASB15-AS1
POT1-AS1
ZNF800
RBM28
CCDC136
STRIP2
SMKR1
UBE2H
CPA5
TSGA13
MKLN1
BPGM
CALD1
TMEM140
CNOT4
CREB3L2
AKR1D1
ZC3HAV1L
UBN2
HIPK2
TBXAS1
RAB19
NDUFB2-AS1
BRAF
AGK
DENND11
WEE2
MGAM
MTRNR2L6
CASP2
FAM131B
OR2A25
OR2A7
OR2A1
EZH2
PDIA4
ZNF775
LINC00996
GIMAP7
GIMAP5
TMEM176B
TMEM176A
PRKAG2
KMT2C
DPP6
INSIG1
RBM33
LMBR1
PTPRN2
ESYT2
DYNC2I1
XG
ARSL
PRKX
CLCN4
ARHGAP6
TMSB4X
FAM9C
TRAPPC2
GPM6B
ASB11
ZRSR2
AP1S2
SYAP1
BEND2
RS1
PHKA2-AS1
BCLAF3
MAP7D2
YY2
SAT1
ZFX
MAGEB10
GK
DMD
LANCL3
XK
CYBB
RPGR
BCOR
MED14
DDX3X
GPR82
MAOB
KDM6A
LINC01204
LINC02595
ZNF674
USP11
GLOD5
GATA1
PIM2
SYP
FOXP3
CCNB3
SHROOM4
NUDT10
NUDT11
TSPYL2
HUWE1
GNL3L
PFKFB1
ALAS2
PAGE5
KLF8
SPIN2A
SPIN4
ARHGEF9
OPHN1
DLG3-AS1
FOXO4
ITGB1BP2
TAF1
OGT
GCNA
NHSL2
RPS4X
CHIC1
XIST
JPX
FTX
ATP7A
ITM2A
BRWD3
HMGN5
PCDH11X
SYTL4
TAF7L
RPL36A
GLA
ZMAT1
GPRASP3
RAB40AL
BEX1
NXF3
TCEAL4
MORF4L2-AS1
RAB9B
ZCCHC18
FAM199X
RBM41
FRMPD3
TSC22D3
ACSL4
XACT
WDR44
DOCK11
ZCCHC12
LINC01285
RPL39
TMEM255A
THOC2
XIAP
STAG2-AS1
STAG2
SH2D1A
XPNPEP2
SASH3
STK26
RAP2C
LINC00629
SLC9A6
MAP7D3
MCF2
LINC00632
FMR1
FMR1NB
EOLA1-DT
EOLA2-DT
ZNF185
ZFP92
TREX2
PDZD4
MECP2
TKTL1
G6PD
GAB3
MPP1
MTCP1
TDRP
ARHGEF10
MYOM2
MCPH1-AS1
DEFA4
DEFA3
MTMR9
SLC35G5
BLK
CTSB
ZDHHC2
PCM1
ASAH1
DOK2
XPO7
DMTN
PIWIL2
EGR3
PEBP4
SLC25A37
NEFM
DOCK5
DPYSL2
ESCO2
EXTL3-AS1
DUSP4
RBPMS-AS1
WRN
RNF122
RAB11FIP1
STAR
PLPP5
LINC03042
TACC1
PLEKHA2
HTRA4
IDO1
ZMAT4
GPAT4-AS1
NKX6-3
KAT6A
AP3M2
IKBKB-DT
HOOK3
CEBPD
PRKDC
PXDNL
PCMTD1
RB1CC1
RGS20
XKR4
RPS20
SDCBP
TOX
CLVS1
ASPH
PDE7A
DNAJC5B
RRS1-DT
ADHFE1
VXN
MYBL1
VCPIP1
ARFGEF1
CPA6
NCOA2
MSC-AS1
MSC
TERF1
SBSPON
RDH10
STAU2-AS1
STAU2
UBE2W
PKIA-AS1
TPD52
ZBTB10
PAG1
LINC01419
LRRCC1
E2F5
CA13
CA1
CA3
RIPK2-DT
CALB1
LINC00534
LINC01030
TMEM64
NECAB1
OTUD6B-AS1
LRRC69
SLC26A7
RBM12B
GEM
TP53INP1
POP1
VPS13B
SPAG1
RNF19A
YWHAZ
GRHL2
NCALD
UBR5
KLF10
BAALC-AS2
BAALC
BAALC-AS1
TRPS1
AARD
TAF2
LINC01151
ZHX2
TBC1D31
FAM83A-AS1
ATAD2
FAM91A1
MTSS1
SQLE
TRIB1
LINC00861
CASC8
MYC
GSDMC
DNAAF11
PHF20L1
SLA
ZFAT
KHDRBS3
DENND3
PSCA
LYPD2
GML
TIGD5
ZNF707
SCRIB
PLEC
GRINA
ARHGAP39
ZNF7
ZNF16
DOCK8
DMRT2
SMARCA2
VLDLR-AS1
PUM3
RFX3
CDC37L1-DT
INSL4
RIC1
ERMP1
KIAA2026
UHRF2
KDM4C
PTPRD-AS1
LURAP1L
LINC01235
ZDHHC21
TTC39B
CCDC171
BNC2
SAXO1
DENND4C
RPS6
HACD4
CDKN2A
LRRC19
EQTN
C9orf72
LINGO2
ACO1
SMIM27
TAF1L
B4GALT1
B4GALT1-AS1
VCP
TESK1
CCDC107
TPM2
GLIPR2
PAX5
ZCCHC7
FRMPD1
TRMT10B
ANKRD20A2P
LERFS
ANKRD20A4P
ZNG1E
ZNG1C
PTAR1
CEMIP2
ABHD17B
LINC01504
ZFAND5
ALDH1A1
RORB
CARNMT1-AS1
CARNMT1
PCSK5
PCA3
VPS13A
CEP78
TLE4
TLE1
TLE1-DT
FRMD3
SLC28A3
AGTPBP1
GOLM1
TUT7
GADD45G
NFIL3
ASPN
ECM2
NINJ1
LINC02603
ERCC6L2
LINC00092
CCDC180
HEMGN
NR4A3
CAVIN4
BAAT
ALDOB
LINC01492
FKTN
KLF4
CTNNAL1
FRRS1L
TXN
UGCG
SUSD1
PTBP3
ZFP37
SLC31A2
RNF183
WDR31
RGS3
ZNF618
AKNA
WHRN
PAPPA
MEGF9
GSN
GSN-AS1
STOM
DAB2IP
PTGS1
OR1L8
STRBP
CRB2
MIR181A2HG
ARPC5L
SCAI
HSPA5
ZBTB43
RALGPS1
SLC2A8
CFAP157
TTC16
AK1
ST6GALNAC6
CERCAM
LRRC8A
IER5L
PRRX2
HMCN2
NUP214
RAPGEF1
SETX
TTF1
TSC1
GFI1B
RALGDS
BRD3
OLFM1
PPP1R26-AS1
LINC01502
KCNT1
C9orf163
NALT1
LCN10
LCN8
AJM1
PHPT1
MAMDC4
C8G
LCN12
PTGDS
LCNL1
PAXX
CLIC3
ABCA2
LINC02908
LRRC26
TUBB4B
CIMIP2A
NSMF
EHMT1
ZMYND11
IDI2
IDI2-AS1
IDI1
WDR37
KLF6
SFMBT2
ITIH5
GATA3
CELF2-AS1
PROSER2-AS1
SEC61A2
CCDC3
OPTN
BEND7
DCLRE1C
ACBD7
NMT2
RSU1
VIM-AS1
ST8SIA6
ST8SIA6-AS1
HACD1
STAM-DT
STAM
CACNB2
NSUN6
ARL5B
DNAJC1
PIP4K2A
ARMC3
OTUD1
KIAA1217
ENKUR
LINC01516
ANKRD26
ACBD5
MTPAP
MAP3K8
PARD3-DT
CREM
MTRNR2L7
ZNF37A
CSGALNACT2
RASGEF1A
RASSF4
OR13A1
TMEM273
C10orf71
ERCC6
AGAP6
SGMS1-AS1
A1CF
PRKG1-AS1
LNCAROD
IPMK
UBE2D1
SLC16A9
RHOBTB1
ARID5B
RTKN2
ZNF365
EGR2
JMJD1C
HERC4
MYPN
RUFY2
DNA2
TET1
SAR1A
PRF1
ADAMTS14
SGPL1
UNC5B-AS1
DDIT4
CFAP70
MSS51
USP54
FUT11
ZSWIM8
ADK
KAT6B
DLG5
POLR3A
PPIF
EIF5AL1
NUTM2B
TMEM254-AS1
SH2D4B
ADIRF
LIPJ
CH25H
IFIT2
IFIT3
IFIT1B
IFIT1
KIF20B
TNKS2-DT
TNKS2
FGFBP3
BTAF1
HHEX
EXOC6
PLCE1
HELLS
PDLIM1
ENTPD1-AS1
BLNK
DNTT
TM9SF3
PIK3AP1
LCOR
RRP12
PYROXD2
SLF2
FBXW4
GBF1
C10orf95
SLK
ITPRIP
